"order_number","order_date","delivery_date","quantity","customer_country","customer_state","product_category"
1331021,"2018-08-23","2018-08-26",3,"Canada","British Columbia","Cameras and camcorders"
1331021,"2018-08-23","2018-08-26",6,"Canada","British Columbia","Computers"
1331021,"2018-08-23","2018-08-26",3,"Canada","British Columbia","Home Appliances"
1331025,"2018-08-23","2018-08-28",1,"Netherlands","Friesland","Computers"
1332009,"2018-08-24","2018-08-29",1,"United States","Minnesota","Home Appliances"
1332009,"2018-08-24","2018-08-29",1,"United States","Minnesota","Games and Toys"
1332010,"2018-08-24","2018-08-31",1,"United States","Kansas","Computers"
1332010,"2018-08-24","2018-08-31",7,"United States","Kansas","Music, Movies and Audio Books"
1332010,"2018-08-24","2018-08-31",7,"United States","Kansas","Cameras and camcorders"
1332010,"2018-08-24","2018-08-31",2,"United States","Kansas","Cell phones"
1332012,"2018-08-24","2018-08-28",2,"United Kingdom","Dumfriesshire","Computers"
1333011,"2018-08-25","2018-09-01",3,"United States","New York","Home Appliances"
1333011,"2018-08-25","2018-09-01",2,"United States","New York","Cell phones"
1333024,"2018-08-25","2018-08-26",6,"United Kingdom","Kent","Cell phones"
1333024,"2018-08-25","2018-08-26",1,"United Kingdom","Kent","Cameras and camcorders"
1334001,"2018-08-26","2018-08-30",3,"Germany","Niedersachsen","Games and Toys"
1334001,"2018-08-26","2018-08-30",1,"Germany","Niedersachsen","Games and Toys"
1335009,"2018-08-27","2018-08-31",1,"United States","Arkansas","TV and Video"
1336007,"2018-08-28","2018-08-30",4,"Germany","Niedersachsen","Home Appliances"
1336013,"2018-08-28","2018-09-03",1,"United States","Pennsylvania","Audio"
1336013,"2018-08-28","2018-09-03",2,"United States","Pennsylvania","Games and Toys"
1336014,"2018-08-28","2018-09-01",1,"United States","Washington","Computers"
1336014,"2018-08-28","2018-09-01",6,"United States","Washington","Music, Movies and Audio Books"
1336015,"2018-08-28","2018-09-02",3,"United States","Rhode Island","Music, Movies and Audio Books"
1336015,"2018-08-28","2018-09-02",1,"United States","Rhode Island","Cell phones"
1336015,"2018-08-28","2018-09-02",3,"United States","Rhode Island","Cameras and camcorders"
1336015,"2018-08-28","2018-09-02",2,"United States","Rhode Island","Music, Movies and Audio Books"
1336015,"2018-08-28","2018-09-02",9,"United States","Rhode Island","TV and Video"
1336015,"2018-08-28","2018-09-02",1,"United States","Rhode Island","Computers"
1336015,"2018-08-28","2018-09-02",4,"United States","Rhode Island","Cell phones"
1336016,"2018-08-28","2018-08-31",6,"Germany","Hessen","Computers"
1336016,"2018-08-28","2018-08-31",3,"Germany","Hessen","Audio"
1336018,"2018-08-28","2018-08-30",1,"United States","Missouri","Music, Movies and Audio Books"
1336018,"2018-08-28","2018-08-30",1,"United States","Missouri","Home Appliances"
1337002,"2018-08-29","2018-09-02",1,"Canada","British Columbia","Computers"
1337002,"2018-08-29","2018-09-02",3,"Canada","British Columbia","Audio"
1337002,"2018-08-29","2018-09-02",1,"Canada","British Columbia","Music, Movies and Audio Books"
1337002,"2018-08-29","2018-09-02",1,"Canada","British Columbia","Audio"
1337009,"2018-08-29","2018-09-01",1,"United States","New York","Games and Toys"
1337010,"2018-08-29","2018-09-04",5,"United States","California","Music, Movies and Audio Books"
1337010,"2018-08-29","2018-09-04",7,"United States","California","Audio"
1337018,"2018-08-29","2018-08-31",6,"United States","Texas","Computers"
1337021,"2018-08-29","2018-09-04",3,"United States","Missouri","Music, Movies and Audio Books"
1337021,"2018-08-29","2018-09-04",1,"United States","Missouri","Home Appliances"
1337021,"2018-08-29","2018-09-04",4,"United States","Missouri","Cameras and camcorders"
1337024,"2018-08-29","2018-09-03",6,"Germany","Freistaat Bayern","Audio"
1337024,"2018-08-29","2018-09-03",5,"Germany","Freistaat Bayern","Audio"
1338001,"2018-08-30","2018-09-08",1,"United States","Kansas","Cell phones"
1338001,"2018-08-30","2018-09-08",2,"United States","Kansas","Music, Movies and Audio Books"
1338004,"2018-08-30","2018-09-05",1,"United States","New York","TV and Video"
1338005,"2018-08-30","2018-09-03",1,"United Kingdom","South Hams","Cell phones"
1338008,"2018-08-30","2018-09-03",1,"United States","Texas","Computers"
1338015,"2018-08-30","2018-09-03",2,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1338015,"2018-08-30","2018-09-03",3,"Germany","Freistaat Bayern","Computers"
1338017,"2018-08-30","2018-08-31",3,"United States","Minnesota","Computers"
1338017,"2018-08-30","2018-08-31",3,"United States","Minnesota","Cameras and camcorders"
1338017,"2018-08-30","2018-08-31",1,"United States","Minnesota","Audio"
1338017,"2018-08-30","2018-08-31",2,"United States","Minnesota","Music, Movies and Audio Books"
1338019,"2018-08-30","2018-09-06",3,"United States","Massachusetts","Cameras and camcorders"
1338021,"2018-08-30","2018-09-03",3,"United States","California","Computers"
1338022,"2018-08-30","2018-09-03",2,"United States","California","Computers"
1338026,"2018-08-30","2018-09-02",3,"Canada","Quebec","Music, Movies and Audio Books"
1338026,"2018-08-30","2018-09-02",5,"Canada","Quebec","Computers"
1338026,"2018-08-30","2018-09-02",1,"Canada","Quebec","Music, Movies and Audio Books"
1339000,"2018-08-31","2018-09-02",3,"United States","Pennsylvania","Cell phones"
1339000,"2018-08-31","2018-09-02",7,"United States","Pennsylvania","Cell phones"
1339001,"2018-08-31","2018-09-07",3,"Australia","New South Wales","Music, Movies and Audio Books"
1339008,"2018-08-31","2018-09-07",1,"United States","Indiana","Cell phones"
1339008,"2018-08-31","2018-09-07",2,"United States","Indiana","Home Appliances"
1339008,"2018-08-31","2018-09-07",1,"United States","Indiana","Music, Movies and Audio Books"
1339013,"2018-08-31","2018-09-06",3,"United States","New Jersey","Computers"
1339013,"2018-08-31","2018-09-06",1,"United States","New Jersey","Cell phones"
1339015,"2018-08-31","2018-09-02",2,"United States","Ohio","Home Appliances"
1339015,"2018-08-31","2018-09-02",3,"United States","Ohio","Games and Toys"
1339015,"2018-08-31","2018-09-02",3,"United States","Ohio","Cell phones"
1339018,"2018-08-31","2018-09-07",2,"Germany","Niedersachsen","Music, Movies and Audio Books"
1339018,"2018-08-31","2018-09-07",2,"Germany","Niedersachsen","Audio"
1339018,"2018-08-31","2018-09-07",10,"Germany","Niedersachsen","Computers"
1340004,"2018-09-01","2018-09-04",6,"Netherlands","Noord-Holland","Cell phones"
1340008,"2018-09-01","2018-09-04",1,"United States","Maryland","TV and Video"
1340008,"2018-09-01","2018-09-04",4,"United States","Maryland","Computers"
1340024,"2018-09-01","2018-09-11",4,"United Kingdom","Cornwall","Computers"
1340028,"2018-09-01","2018-09-02",1,"Germany","Schleswig-Holstein","TV and Video"
1340028,"2018-09-01","2018-09-02",8,"Germany","Schleswig-Holstein","Home Appliances"
1340033,"2018-09-01","2018-09-05",2,"United States","Michigan","Audio"
1340033,"2018-09-01","2018-09-05",1,"United States","Michigan","Music, Movies and Audio Books"
1340033,"2018-09-01","2018-09-05",5,"United States","Michigan","Audio"
1342000,"2018-09-03","2018-09-05",4,"France","Île-de-France","Computers"
1342000,"2018-09-03","2018-09-05",3,"France","Île-de-France","Computers"
1342004,"2018-09-03","2018-09-07",1,"United States","Wyoming","TV and Video"
1342006,"2018-09-03","2018-09-10",2,"United States","Florida","Computers"
1342006,"2018-09-03","2018-09-10",1,"United States","Florida","Cell phones"
1342006,"2018-09-03","2018-09-10",6,"United States","Florida","TV and Video"
1342006,"2018-09-03","2018-09-10",1,"United States","Florida","Cameras and camcorders"
1342008,"2018-09-03","2018-09-08",3,"United Kingdom","Bristol","Computers"
1342008,"2018-09-03","2018-09-08",4,"United Kingdom","Bristol","Audio"
1342008,"2018-09-03","2018-09-08",2,"United Kingdom","Bristol","Games and Toys"
1342014,"2018-09-03","2018-09-08",5,"Germany","Freistaat Thüringen","Cell phones"
1343000,"2018-09-04","2018-09-09",4,"Canada","British Columbia","Audio"
1343000,"2018-09-04","2018-09-09",7,"Canada","British Columbia","Home Appliances"
1343000,"2018-09-04","2018-09-09",7,"Canada","British Columbia","TV and Video"
1343000,"2018-09-04","2018-09-09",2,"Canada","British Columbia","Cell phones"
1343002,"2018-09-04","2018-09-07",2,"United States","Washington DC","TV and Video"
1343010,"2018-09-04","2018-09-07",5,"United States","New Jersey","Cameras and camcorders"
1343010,"2018-09-04","2018-09-07",1,"United States","New Jersey","Music, Movies and Audio Books"
1343012,"2018-09-04","2018-09-08",5,"United States","California","Games and Toys"
1343012,"2018-09-04","2018-09-08",5,"United States","California","Games and Toys"
1343012,"2018-09-04","2018-09-08",4,"United States","California","Cell phones"
1343012,"2018-09-04","2018-09-08",6,"United States","California","Cameras and camcorders"
1343012,"2018-09-04","2018-09-08",2,"United States","California","Home Appliances"
1344002,"2018-09-05","2018-09-11",6,"Australia","Western Australia","Music, Movies and Audio Books"
1344004,"2018-09-05","2018-09-11",3,"United Kingdom","Hillingdon","Cell phones"
1344004,"2018-09-05","2018-09-11",2,"United Kingdom","Hillingdon","Computers"
1344014,"2018-09-05","2018-09-14",1,"United States","North Carolina","Games and Toys"
1344014,"2018-09-05","2018-09-14",4,"United States","North Carolina","Computers"
1344014,"2018-09-05","2018-09-14",4,"United States","North Carolina","Audio"
1344015,"2018-09-05","2018-09-09",6,"Germany","Freistaat Bayern","Games and Toys"
1344015,"2018-09-05","2018-09-09",3,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1344019,"2018-09-05","2018-09-09",1,"United States","Michigan","Cameras and camcorders"
1344019,"2018-09-05","2018-09-09",1,"United States","Michigan","Cell phones"
1344021,"2018-09-05","2018-09-08",3,"United States","Florida","Computers"
1344021,"2018-09-05","2018-09-08",1,"United States","Florida","Computers"
1344024,"2018-09-05","2018-09-09",2,"United States","Pennsylvania","Cell phones"
1344024,"2018-09-05","2018-09-09",6,"United States","Pennsylvania","Computers"
1345004,"2018-09-06","2018-09-11",1,"United States","Texas","Games and Toys"
1345006,"2018-09-06","2018-09-08",2,"United States","Utah","Audio"
1345006,"2018-09-06","2018-09-08",1,"United States","Utah","Cell phones"
1345012,"2018-09-06","2018-09-17",7,"Canada","Ontario","Games and Toys"
1345012,"2018-09-06","2018-09-17",2,"Canada","Ontario","Music, Movies and Audio Books"
1345018,"2018-09-06","2018-09-09",1,"Australia","Northern Territory","Audio"
1345018,"2018-09-06","2018-09-09",9,"Australia","Northern Territory","Audio"
1345026,"2018-09-06","2018-09-08",6,"Canada","Nova Scotia","Computers"
1345026,"2018-09-06","2018-09-08",7,"Canada","Nova Scotia","Cell phones"
1345026,"2018-09-06","2018-09-08",3,"Canada","Nova Scotia","Cell phones"
1345026,"2018-09-06","2018-09-08",5,"Canada","Nova Scotia","Computers"
1346002,"2018-09-07","2018-09-11",5,"United States","New Jersey","Home Appliances"
1346007,"2018-09-07","2018-09-11",1,"Australia","New South Wales","Computers"
1346007,"2018-09-07","2018-09-11",3,"Australia","New South Wales","Music, Movies and Audio Books"
1346012,"2018-09-07","2018-09-10",3,"Germany","Baden-Württemberg","Games and Toys"
1346012,"2018-09-07","2018-09-10",4,"Germany","Baden-Württemberg","Home Appliances"
1346012,"2018-09-07","2018-09-10",4,"Germany","Baden-Württemberg","Home Appliances"
1346012,"2018-09-07","2018-09-10",3,"Germany","Baden-Württemberg","Music, Movies and Audio Books"
1346012,"2018-09-07","2018-09-10",3,"Germany","Baden-Württemberg","Music, Movies and Audio Books"
1346012,"2018-09-07","2018-09-10",2,"Germany","Baden-Württemberg","Computers"
1347003,"2018-09-08","2018-09-13",2,"United States","Massachusetts","Games and Toys"
1347003,"2018-09-08","2018-09-13",3,"United States","Massachusetts","Audio"
1347004,"2018-09-08","2018-09-10",5,"United States","Kentucky","Audio"
1347004,"2018-09-08","2018-09-10",1,"United States","Kentucky","Audio"
1347007,"2018-09-08","2018-09-11",1,"United States","Pennsylvania","Audio"
1347015,"2018-09-08","2018-09-14",6,"Canada","Ontario","Cell phones"
1347017,"2018-09-08","2018-09-10",1,"Canada","Quebec","Cell phones"
1347028,"2018-09-08","2018-09-12",2,"Germany","Freistaat Bayern","Computers"
1347028,"2018-09-08","2018-09-12",3,"Germany","Freistaat Bayern","Home Appliances"
1347028,"2018-09-08","2018-09-12",6,"Germany","Freistaat Bayern","Computers"
1347028,"2018-09-08","2018-09-12",1,"Germany","Freistaat Bayern","Cell phones"
1347028,"2018-09-08","2018-09-12",3,"Germany","Freistaat Bayern","Cell phones"
1348001,"2018-09-09","2018-09-15",2,"United States","Michigan","Computers"
1348001,"2018-09-09","2018-09-15",2,"United States","Michigan","Computers"
1348001,"2018-09-09","2018-09-15",5,"United States","Michigan","Cell phones"
1348001,"2018-09-09","2018-09-15",2,"United States","Michigan","Music, Movies and Audio Books"
1348001,"2018-09-09","2018-09-15",5,"United States","Michigan","Audio"
1348001,"2018-09-09","2018-09-15",3,"United States","Michigan","Games and Toys"
1349000,"2018-09-10","2018-09-13",7,"United States","California","Music, Movies and Audio Books"
1349002,"2018-09-10","2018-09-15",1,"United States","Virginia","Cameras and camcorders"
1349004,"2018-09-10","2018-09-16",2,"United Kingdom","Norfolk","Games and Toys"
1349004,"2018-09-10","2018-09-16",4,"United Kingdom","Norfolk","Cameras and camcorders"
1349009,"2018-09-10","2018-09-13",9,"United States","Hawaii","Cell phones"
1349009,"2018-09-10","2018-09-13",8,"United States","Hawaii","TV and Video"
1350000,"2018-09-11","2018-09-17",7,"Italy","Isernia","Home Appliances"
1350005,"2018-09-11","2018-09-14",1,"Germany","Freistaat Sachsen","Home Appliances"
1350005,"2018-09-11","2018-09-14",1,"Germany","Freistaat Sachsen","Audio"
1350005,"2018-09-11","2018-09-14",3,"Germany","Freistaat Sachsen","Computers"
1350005,"2018-09-11","2018-09-14",2,"Germany","Freistaat Sachsen","Cell phones"
1350005,"2018-09-11","2018-09-14",2,"Germany","Freistaat Sachsen","TV and Video"
1350005,"2018-09-11","2018-09-14",7,"Germany","Freistaat Sachsen","Home Appliances"
1350018,"2018-09-11","2018-09-14",1,"United States","Texas","Games and Toys"
1350019,"2018-09-11","2018-09-19",1,"United States","Alabama","Music, Movies and Audio Books"
1350019,"2018-09-11","2018-09-19",4,"United States","Alabama","Cell phones"
1351012,"2018-09-12","2018-09-17",5,"United States","New York","Cameras and camcorders"
1351014,"2018-09-12","2018-09-16",4,"Canada","Ontario","Computers"
1351018,"2018-09-12","2018-09-21",3,"United States","Washington","Computers"
1351018,"2018-09-12","2018-09-21",7,"United States","Washington","Home Appliances"
1351018,"2018-09-12","2018-09-21",2,"United States","Washington","Cell phones"
1351018,"2018-09-12","2018-09-21",1,"United States","Washington","Audio"
1351018,"2018-09-12","2018-09-21",4,"United States","Washington","Music, Movies and Audio Books"
1351018,"2018-09-12","2018-09-21",5,"United States","Washington","Music, Movies and Audio Books"
1351020,"2018-09-12","2018-09-15",1,"United States","New Jersey","Computers"
1351020,"2018-09-12","2018-09-15",5,"United States","New Jersey","Cell phones"
1351020,"2018-09-12","2018-09-15",1,"United States","New Jersey","Music, Movies and Audio Books"
1351021,"2018-09-12","2018-09-14",3,"United States","Texas","Cameras and camcorders"
1351021,"2018-09-12","2018-09-14",1,"United States","Texas","Computers"
1351023,"2018-09-12","2018-09-17",4,"United States","Massachusetts","Computers"
1351026,"2018-09-12","2018-09-15",2,"United States","Indiana","Home Appliances"
1351026,"2018-09-12","2018-09-15",4,"United States","Indiana","Computers"
1351026,"2018-09-12","2018-09-15",5,"United States","Indiana","Cameras and camcorders"
1351026,"2018-09-12","2018-09-15",3,"United States","Indiana","Cell phones"
1352000,"2018-09-13","2018-09-17",7,"Germany","Freistaat Sachsen","Cameras and camcorders"
1352000,"2018-09-13","2018-09-17",2,"Germany","Freistaat Sachsen","Games and Toys"
1352000,"2018-09-13","2018-09-17",1,"Germany","Freistaat Sachsen","Audio"
1352000,"2018-09-13","2018-09-17",4,"Germany","Freistaat Sachsen","Computers"
1352010,"2018-09-13","2018-09-17",6,"United Kingdom","Wealden","Cell phones"
1352010,"2018-09-13","2018-09-17",2,"United Kingdom","Wealden","TV and Video"
1352012,"2018-09-13","2018-09-17",7,"Canada","Ontario","Cameras and camcorders"
1352016,"2018-09-13","2018-09-21",4,"Germany","Freistaat Bayern","Computers"
1352024,"2018-09-13","2018-09-18",2,"Germany","Niedersachsen","Cameras and camcorders"
1352024,"2018-09-13","2018-09-18",3,"Germany","Niedersachsen","Music, Movies and Audio Books"
1352026,"2018-09-13","2018-09-18",2,"United States","Massachusetts","Home Appliances"
1352026,"2018-09-13","2018-09-18",3,"United States","Massachusetts","Cell phones"
1352026,"2018-09-13","2018-09-18",1,"United States","Massachusetts","Audio"
1352026,"2018-09-13","2018-09-18",1,"United States","Massachusetts","Computers"
1353003,"2018-09-14","2018-09-20",3,"United States","New York","Cell phones"
1353005,"2018-09-14","2018-09-21",6,"France","Île-de-France","Home Appliances"
1353005,"2018-09-14","2018-09-21",2,"France","Île-de-France","Audio"
1353005,"2018-09-14","2018-09-21",1,"France","Île-de-France","Music, Movies and Audio Books"
1353006,"2018-09-14","2018-09-21",7,"United Kingdom","Orkney Islands","Music, Movies and Audio Books"
1353006,"2018-09-14","2018-09-21",6,"United Kingdom","Orkney Islands","Music, Movies and Audio Books"
1353006,"2018-09-14","2018-09-21",6,"United Kingdom","Orkney Islands","Home Appliances"
1353006,"2018-09-14","2018-09-21",3,"United Kingdom","Orkney Islands","Computers"
1353006,"2018-09-14","2018-09-21",2,"United Kingdom","Orkney Islands","Games and Toys"
1353006,"2018-09-14","2018-09-21",1,"United Kingdom","Orkney Islands","Cameras and camcorders"
1353010,"2018-09-14","2018-09-20",5,"Canada","Alberta","Audio"
1353012,"2018-09-14","2018-09-18",2,"Germany","Mecklenburg-Vorpommern","Music, Movies and Audio Books"
1353012,"2018-09-14","2018-09-18",1,"Germany","Mecklenburg-Vorpommern","Cell phones"
1353012,"2018-09-14","2018-09-18",1,"Germany","Mecklenburg-Vorpommern","Computers"
1353012,"2018-09-14","2018-09-18",2,"Germany","Mecklenburg-Vorpommern","Music, Movies and Audio Books"
1353012,"2018-09-14","2018-09-18",1,"Germany","Mecklenburg-Vorpommern","Computers"
1353012,"2018-09-14","2018-09-18",3,"Germany","Mecklenburg-Vorpommern","Cameras and camcorders"
1353015,"2018-09-14","2018-09-22",1,"United Kingdom","Braintree","Computers"
1353015,"2018-09-14","2018-09-22",2,"United Kingdom","Braintree","Games and Toys"
1353019,"2018-09-14","2018-09-20",1,"Canada","British Columbia","Cell phones"
1353019,"2018-09-14","2018-09-20",2,"Canada","British Columbia","Music, Movies and Audio Books"
1354002,"2018-09-15","2018-09-20",7,"United States","Washington DC","Home Appliances"
1354002,"2018-09-15","2018-09-20",6,"United States","Washington DC","Cell phones"
1354003,"2018-09-15","2018-09-19",2,"United States","Alabama","Cameras and camcorders"
1354003,"2018-09-15","2018-09-19",4,"United States","Alabama","Home Appliances"
1354003,"2018-09-15","2018-09-19",5,"United States","Alabama","Music, Movies and Audio Books"
1354004,"2018-09-15","2018-09-22",2,"United States","New York","Computers"
1354004,"2018-09-15","2018-09-22",1,"United States","New York","Computers"
1354006,"2018-09-15","2018-09-19",4,"United States","Delaware","Audio"
1354007,"2018-09-15","2018-09-20",3,"United States","California","Music, Movies and Audio Books"
1354007,"2018-09-15","2018-09-20",2,"United States","California","Audio"
1354007,"2018-09-15","2018-09-20",3,"United States","California","Home Appliances"
1354007,"2018-09-15","2018-09-20",3,"United States","California","Home Appliances"
1354007,"2018-09-15","2018-09-20",8,"United States","California","Home Appliances"
1354012,"2018-09-15","2018-09-18",3,"Canada","Saskatchewan","Audio"
1354018,"2018-09-15","2018-09-19",7,"Netherlands","Limburg","Computers"
1354018,"2018-09-15","2018-09-19",6,"Netherlands","Limburg","Cameras and camcorders"
1354020,"2018-09-15","2018-09-19",2,"United States","New York","Cell phones"
1354021,"2018-09-15","2018-09-20",6,"United States","Georgia","Audio"
1354021,"2018-09-15","2018-09-20",3,"United States","Georgia","Cell phones"
1354022,"2018-09-15","2018-09-18",2,"United States","Virginia","Cell phones"
1354022,"2018-09-15","2018-09-18",1,"United States","Virginia","Computers"
1354022,"2018-09-15","2018-09-18",6,"United States","Virginia","Audio"
1354022,"2018-09-15","2018-09-18",7,"United States","Virginia","Cell phones"
1355000,"2018-09-16","2018-09-18",5,"United States","Louisiana","Games and Toys"
1355000,"2018-09-16","2018-09-18",1,"United States","Louisiana","TV and Video"
1355000,"2018-09-16","2018-09-18",2,"United States","Louisiana","Cell phones"
1355000,"2018-09-16","2018-09-18",1,"United States","Louisiana","Cameras and camcorders"
1356000,"2018-09-17","2018-09-20",1,"United States","Florida","Cell phones"
1356001,"2018-09-17","2018-09-20",4,"United States","Florida","Computers"
1356009,"2018-09-17","2018-09-19",4,"Netherlands","Noord-Holland","Games and Toys"
1357000,"2018-09-18","2018-09-23",1,"United Kingdom","Lancaster","Music, Movies and Audio Books"
1357006,"2018-09-18","2018-09-21",6,"United States","California","Computers"
1357006,"2018-09-18","2018-09-21",4,"United States","California","Computers"
1357006,"2018-09-18","2018-09-21",7,"United States","California","Home Appliances"
1357006,"2018-09-18","2018-09-21",2,"United States","California","Cell phones"
1357007,"2018-09-18","2018-09-22",4,"United States","Ohio","Home Appliances"
1357009,"2018-09-18","2018-09-23",3,"Germany","Freistaat Bayern","Music, Movies and Audio Books"
1357009,"2018-09-18","2018-09-23",3,"Germany","Freistaat Bayern","Cell phones"
1357009,"2018-09-18","2018-09-23",8,"Germany","Freistaat Bayern","Home Appliances"
1357015,"2018-09-18","2018-09-21",4,"United Kingdom","Cornwall","Audio"
1357015,"2018-09-18","2018-09-21",1,"United Kingdom","Cornwall","TV and Video"
1357015,"2018-09-18","2018-09-21",1,"United Kingdom","Cornwall","Computers"
1357015,"2018-09-18","2018-09-21",7,"United Kingdom","Cornwall","Computers"
1357016,"2018-09-18","2018-09-21",1,"Netherlands","Overijssel","Home Appliances"
1357019,"2018-09-18","2018-09-21",5,"United States","New Mexico","Cell phones"
1357020,"2018-09-18","2018-09-24",1,"United States","Missouri","TV and Video"
1357020,"2018-09-18","2018-09-24",1,"United States","Missouri","Computers"
1358001,"2018-09-19","2018-09-23",1,"United States","Rhode Island","Computers"
1358001,"2018-09-19","2018-09-23",1,"United States","Rhode Island","Cell phones"
1358001,"2018-09-19","2018-09-23",3,"United States","Rhode Island","Cell phones"
1358001,"2018-09-19","2018-09-23",1,"United States","Rhode Island","Cameras and camcorders"
1358001,"2018-09-19","2018-09-23",2,"United States","Rhode Island","Audio"
1358014,"2018-09-19","2018-09-23",1,"Germany","Mecklenburg-Vorpommern","Cell phones"
1358015,"2018-09-19","2018-09-25",3,"United States","Oklahoma","TV and Video"
1358015,"2018-09-19","2018-09-25",3,"United States","Oklahoma","Music, Movies and Audio Books"
1358019,"2018-09-19","2018-09-25",2,"United States","Tennessee","Computers"
1358019,"2018-09-19","2018-09-25",3,"United States","Tennessee","Computers"
1358019,"2018-09-19","2018-09-25",1,"United States","Tennessee","Computers"
1358022,"2018-09-19","2018-09-20",5,"United States","Hawaii","Computers"
1358022,"2018-09-19","2018-09-20",1,"United States","Hawaii","Cameras and camcorders"
1358022,"2018-09-19","2018-09-20",1,"United States","Hawaii","Music, Movies and Audio Books"
1359003,"2018-09-20","2018-09-28",2,"Canada","Ontario","Home Appliances"
1359011,"2018-09-20","2018-09-21",1,"United States","Alabama","Home Appliances"
1359011,"2018-09-20","2018-09-21",8,"United States","Alabama","Cell phones"
1359018,"2018-09-20","2018-09-22",3,"Germany","Rheinland-Pfalz","Cameras and camcorders"
1359018,"2018-09-20","2018-09-22",4,"Germany","Rheinland-Pfalz","Home Appliances"
1359022,"2018-09-20","2018-09-22",3,"Germany","Baden-Württemberg","Music, Movies and Audio Books"
1359022,"2018-09-20","2018-09-22",2,"Germany","Baden-Württemberg","Music, Movies and Audio Books"
1359022,"2018-09-20","2018-09-22",5,"Germany","Baden-Württemberg","Audio"
1359028,"2018-09-20","2018-09-24",1,"United States","Massachusetts","Cell phones"
1359028,"2018-09-20","2018-09-24",1,"United States","Massachusetts","Audio"
1359028,"2018-09-20","2018-09-24",2,"United States","Massachusetts","Computers"
1359028,"2018-09-20","2018-09-24",1,"United States","Massachusetts","Cell phones"
1359028,"2018-09-20","2018-09-24",1,"United States","Massachusetts","Audio"
1360006,"2018-09-21","2018-09-26",2,"Canada","Ontario","Cameras and camcorders"
1360010,"2018-09-21","2018-09-30",1,"United States","California","Music, Movies and Audio Books"
1360010,"2018-09-21","2018-09-30",7,"United States","California","Audio"
1360010,"2018-09-21","2018-09-30",3,"United States","California","Computers"
1360010,"2018-09-21","2018-09-30",3,"United States","California","TV and Video"
1360017,"2018-09-21","2018-09-22",5,"United States","Colorado","Music, Movies and Audio Books"
1360017,"2018-09-21","2018-09-22",7,"United States","Colorado","Cell phones"
1360018,"2018-09-21","2018-09-26",6,"United States","New Jersey","Computers"
1360018,"2018-09-21","2018-09-26",4,"United States","New Jersey","Music, Movies and Audio Books"
1360018,"2018-09-21","2018-09-26",2,"United States","New Jersey","Computers"
1360018,"2018-09-21","2018-09-26",1,"United States","New Jersey","Cell phones"
1360018,"2018-09-21","2018-09-26",3,"United States","New Jersey","Computers"
1361008,"2018-09-22","2018-09-25",6,"Italy","Pistoia","Music, Movies and Audio Books"
1361014,"2018-09-22","2018-09-28",3,"United States","Pennsylvania","Cell phones"
1361014,"2018-09-22","2018-09-28",3,"United States","Pennsylvania","Music, Movies and Audio Books"
1361014,"2018-09-22","2018-09-28",2,"United States","Pennsylvania","Home Appliances"
1361015,"2018-09-22","2018-09-27",1,"United States","Texas","Games and Toys"
1361016,"2018-09-22","2018-09-26",2,"United States","New Jersey","Computers"
1361019,"2018-09-22","2018-09-24",6,"Canada","Ontario","Audio"
1361019,"2018-09-22","2018-09-24",1,"Canada","Ontario","Audio"
1361019,"2018-09-22","2018-09-24",3,"Canada","Ontario","Music, Movies and Audio Books"
1361019,"2018-09-22","2018-09-24",6,"Canada","Ontario","Audio"
1361028,"2018-09-22","2018-09-28",3,"United States","Alabama","Games and Toys"
1361028,"2018-09-22","2018-09-28",4,"United States","Alabama","Games and Toys"
1361029,"2018-09-22","2018-09-25",7,"Australia","Western Australia","Games and Toys"
1361029,"2018-09-22","2018-09-25",1,"Australia","Western Australia","Games and Toys"
1361029,"2018-09-22","2018-09-25",5,"Australia","Western Australia","Music, Movies and Audio Books"
1361033,"2018-09-22","2018-09-24",1,"United States","Arkansas","Computers"
1361033,"2018-09-22","2018-09-24",5,"United States","Arkansas","Cell phones"
1361033,"2018-09-22","2018-09-24",4,"United States","Arkansas","Games and Toys"
1361035,"2018-09-22","2018-09-28",3,"United States","Michigan","Computers"
1363001,"2018-09-24","2018-10-01",1,"Germany","Nordrhein-Westfalen","Cameras and camcorders"
1363001,"2018-09-24","2018-10-01",5,"Germany","Nordrhein-Westfalen","Games and Toys"
1363001,"2018-09-24","2018-10-01",2,"Germany","Nordrhein-Westfalen","Cameras and camcorders"
1363006,"2018-09-24","2018-09-28",2,"Germany","Freistaat Sachsen","Music, Movies and Audio Books"
1363006,"2018-09-24","2018-09-28",1,"Germany","Freistaat Sachsen","Music, Movies and Audio Books"
1363006,"2018-09-24","2018-09-28",5,"Germany","Freistaat Sachsen","Music, Movies and Audio Books"
1363008,"2018-09-24","2018-09-27",3,"Australia","Queensland","Games and Toys"
1363008,"2018-09-24","2018-09-27",3,"Australia","Queensland","Audio"
1363008,"2018-09-24","2018-09-27",6,"Australia","Queensland","Audio"
1363015,"2018-09-24","2018-10-03",1,"United States","California","Cell phones"
1363015,"2018-09-24","2018-10-03",8,"United States","California","Audio"
1363015,"2018-09-24","2018-10-03",6,"United States","California","Music, Movies and Audio Books"
1364004,"2018-09-25","2018-09-29",2,"United Kingdom","Ashford","Computers"
